source_file,run_id,first_timestamp_utc,last_timestamp_utc,total_records,rq1_records,rq2_records,rq3_records,rq4_records,rq0_records
saturation_sweep_c3_1ba04c3e-340b-4422-91b9-264816e48c6b.jsonl,1ba04c3e-340b-4422-91b9-264816e48c6b,2026-08-28T13:47:50Z,2026-08-28T14:36:34Z,84370,0,0,0,59932,24438
