run_id,p4_program,topology,n_switches,n_entries_per_switch,operation,mode,repetition,schedule_index,success_count,failure_count,wall_clock_s,entries_per_second
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,100,read,sync,4,98,800,0,0.040096893993904814,19951.67007503397
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,async,0,36,8000,0,2.6729385379876476,2992.960700855805
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,async,1,4,8000,0,2.6632245559885632,3003.8773794012563
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,async,2,180,8000,0,2.6992503799847327,2963.785819693114
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,async,3,142,8000,0,2.6993724209896754,2963.6518243255023
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,async,4,109,8000,0,2.657067291002022,3010.83831301204
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,sync,0,168,8000,0,4.054577709001023,1973.07847429839
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,sync,1,165,8000,0,3.9283489110239316,2036.4789842241341
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,sync,2,114,8000,0,3.972329390991945,2013.9316790147382
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,sync,3,106,8000,0,3.953333964018384,2023.6084461400687
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,insert,sync,4,172,8000,0,4.063173453003401,1968.9043779528022
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,async,0,1,8000,0,0.512489615008235,15610.072410679875
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,async,1,198,8000,0,0.5062155739869922,15803.543808404378
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,async,2,186,8000,0,0.4790901629894506,16698.3182248644
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,async,3,120,8000,0,0.5039125189941842,15875.771485034946
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,async,4,18,8000,0,0.4647384720155969,17213.982662772785
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,sync,0,166,8000,0,0.42161431099520996,18974.68798228457
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,sync,1,27,8000,0,0.4101246789796278,19506.26336338415
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,sync,2,7,8000,0,0.41504652600269765,19274.947502989107
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,sync,3,55,8000,0,0.43207142400206067,18515.457296157234
122b7401-9adc-40db-8d2d-b789b1968d61,l3_lpm,linear_n,8,1000,read,sync,4,129,8000,0,0.4468661900027655,17902.450843171846
