source_file,run_id,first_timestamp_utc,last_timestamp_utc,total_records,rq1_records,rq2_records,rq3_records,rq4_records,rq0_records
saturation_sweep_c3_f658a307-fcc1-40f2-9580-58aa05dfce4e.jsonl,f658a307-fcc1-40f2-9580-58aa05dfce4e,2026-08-28T08:44:29Z,2026-08-28T09:32:49Z,83589,0,0,0,59904,23685
