p4_program,topology,n_switches,background_load_mbps,source_workload_type,metric,n_samples,mean,max,std,p5,p95
l3_lpm,linear_n,4,1,resource_only,net_io_pps_per_iface,601,344.77632834439726,408.4336775786946,24.059388948950886,319.8287540863774,360.2954134160739
l3_lpm,linear_n,4,1,resource_only,rss_per_bmv2_bytes,601,168558592.0,168558592.0,0.0,168558592.0,168558592.0
l3_lpm,linear_n,4,25,resource_only,cpu_percent_per_bmv2,601,96.48951747088186,190.60000000000002,21.789799752792078,70.0,140.0
l3_lpm,linear_n,4,25,resource_only,cpu_percent_total,601,15.269883527454244,21.4,1.2398151017032888,13.8,17.1
l3_lpm,linear_n,4,25,resource_only,net_io_pps_per_iface,601,8637.263862008474,11405.109491819368,114.85109268714766,8595.471275327536,8660.258075686656
l3_lpm,linear_n,4,25,resource_only,rss_per_bmv2_bytes,601,167772160.0,167772160.0,0.0,167772160.0,167772160.0
l3_lpm,linear_n,4,45,resource_only,cpu_percent_per_bmv2,601,164.63677204658904,210.3,24.387625869751048,149.7,190.0
l3_lpm,linear_n,4,45,resource_only,cpu_percent_total,601,18.63128119800333,25.0,2.5150453652229077,13.9,21.9
l3_lpm,linear_n,4,45,resource_only,net_io_pps_per_iface,601,15390.934368747055,46078.171567753394,1951.149051020058,15480.425602230922,15596.834778147853
l3_lpm,linear_n,4,45,resource_only,rss_per_bmv2_bytes,601,171892531.5407654,172097536.0,668291.2082574997,169607168.0,172097536.0
l3_lpm,linear_n,8,0,control_plane,cpu_percent_per_bmv2,1394,35.2538737446198,1615.1000000000001,49.76633342560712,0.0,74.6
l3_lpm,linear_n,8,0,control_plane,cpu_percent_total,1394,8.145695839311333,33.3,3.500564940052282,1.0,13.534999999999991
l3_lpm,linear_n,8,0,control_plane,net_io_pps_per_iface,1394,0.0,0.0,0.0,0.0,0.0
l3_lpm,linear_n,8,0,control_plane,rss_per_bmv2_bytes,1394,336988086.54232424,346292224.0,2414986.7212569625,333709312.0,341704704.0
l3_lpm,linear_n,8,1,resource_only,cpu_percent_per_bmv2,601,11.997337770382694,48.1,10.5179921832728,0.0,30.0
l3_lpm,linear_n,8,1,resource_only,cpu_percent_total,601,7.2831946755407655,11.2,0.82917656565913,6.3,8.7
l3_lpm,linear_n,8,1,resource_only,net_io_pps_per_iface,601,689.4936262264115,795.4406710060963,45.390852620275446,639.5994636294399,720.6462611530563
l3_lpm,linear_n,8,1,resource_only,rss_per_bmv2_bytes,601,338034688.0,338034688.0,0.0,338034688.0,338034688.0
l3_lpm,linear_n,8,45,resource_only,cpu_percent_per_bmv2,601,641.5396006655575,1546.5,58.99158298017551,531.6,698.4
l3_lpm,linear_n,8,45,resource_only,cpu_percent_total,601,44.23926788685524,55.2,3.740395094521036,38.1,49.7
l3_lpm,linear_n,8,45,resource_only,net_io_pps_per_iface,601,31365.837370611207,204632.6845448725,7080.743558578653,30871.4957239014,31275.406894131946
l3_lpm,linear_n,8,45,resource_only,rss_per_bmv2_bytes,601,341234284.19301164,341311488.0,119590.48364008465,341049344.0,341311488.0
l3_lpm,single_switch,1,0,latency_l3,cpu_percent_per_bmv2,753,1.4204515272244356,20.1,3.605386234820762,0.0,10.0
l3_lpm,single_switch,1,0,latency_l3,cpu_percent_total,753,0.6794156706507303,7.4,0.9633654874244184,0.0,2.1399999999999864
l3_lpm,single_switch,1,0,latency_l3,net_io_pps_per_iface,753,15.65890873352603,39.989220505734416,7.817824895616893,0.0,30.00116698569458
l3_lpm,single_switch,1,0,latency_l3,rss_per_bmv2_bytes,753,41584289.147410356,41811968.0,88642.08953702642,41549824.0,41811968.0
l3_lpm,single_switch,1,0,resource_only,cpu_percent_per_bmv2,601,0.13311148086522462,10.0,1.1469895971126487,0.0,0.0
l3_lpm,single_switch,1,0,resource_only,cpu_percent_total,601,1.5189683860232945,9.4,1.1362245672983067,0.0,3.7
l3_lpm,single_switch,1,0,resource_only,net_io_pps_per_iface,601,0.0,0.0,0.0,0.0,0.0
l3_lpm,single_switch,1,0,resource_only,rss_per_bmv2_bytes,601,42074112.0,42074112.0,0.0,42074112.0,42074112.0
l3_lpm,single_switch,1,1,latency_l3,cpu_percent_per_bmv2,2029,2.493888615081321,20.0,4.560775448509748,0.0,10.0
l3_lpm,single_switch,1,1,latency_l3,cpu_percent_total,2029,7.030409068506653,15.5,1.0428572116744412,6.2,8.7
l3_lpm,single_switch,1,1,latency_l3,net_io_pps_per_iface,2029,107.37586070223267,6124.9739661472895,157.45173030407014,89.93984930805334,111.95989340694365
l3_lpm,single_switch,1,1,latency_l3,rss_per_bmv2_bytes,2029,41658480.039428286,42074112.0,111806.87605519316,41549824.0,41680896.0
l3_lpm,single_switch,1,1,resource_only,cpu_percent_per_bmv2,601,1.9467554076539102,20.0,4.286135822440559,0.0,10.0
l3_lpm,single_switch,1,1,resource_only,cpu_percent_total,601,6.899168053244591,9.9,0.6791288341527725,6.3,8.0
l3_lpm,single_switch,1,1,resource_only,net_io_pps_per_iface,601,97.08280145395099,6556.861075030701,263.9829563666488,79.95594107847316,90.06680705463222
l3_lpm,single_switch,1,1,resource_only,rss_per_bmv2_bytes,601,42074112.0,42074112.0,0.0,42074112.0,42074112.0
l3_lpm,single_switch,1,25,latency_l3,cpu_percent_per_bmv2,2028,22.884368836291912,59.9,5.404117566812381,20.0,30.0
l3_lpm,single_switch,1,25,latency_l3,cpu_percent_total,2028,11.254437869822485,22.5,3.414777519145973,6.5,15.8
l3_lpm,single_switch,1,25,latency_l3,net_io_pps_per_iface,2028,2190.7526440469455,15559.237924595367,455.9602556697303,2159.586505303407,2189.5476701799134
l3_lpm,single_switch,1,25,latency_l3,rss_per_bmv2_bytes,2028,42371673.87771203,42729472.0,265483.9264530608,42074112.0,42729472.0
l3_lpm,single_switch,1,45,latency_l3,cpu_percent_per_bmv2,2030,33.112364532019704,60.1,6.007035453409168,20.0,40.0
l3_lpm,single_switch,1,45,latency_l3,cpu_percent_total,2030,10.13192118226601,22.7,2.7866639662529815,6.6,14.0
l3_lpm,single_switch,1,45,latency_l3,net_io_pps_per_iface,2030,3906.226471930303,26146.183293317255,516.306350587898,3883.2593301863326,3913.486162822683
l3_lpm,single_switch,1,45,latency_l3,rss_per_bmv2_bytes,2030,42347426.17536946,42860544.0,357569.9939724826,42074112.0,42860544.0
l3_lpm,single_switch,1,45,resource_only,cpu_percent_per_bmv2,601,31.42995008319468,50.0,5.93793186478571,20.0,40.0
l3_lpm,single_switch,1,45,resource_only,cpu_percent_total,601,7.634109816971713,13.1,1.2716070860346234,6.4,10.1
l3_lpm,single_switch,1,45,resource_only,net_io_pps_per_iface,601,3878.196583197813,3958.706927947801,159.95824081576703,3848.303052297903,3920.1054508124284
l3_lpm,single_switch,1,45,resource_only,rss_per_bmv2_bytes,601,42616065.277870215,42729472.0,44796.20736406516,42598400.0,42729472.0
l3_lpm_acl,linear_n,4,1,resource_only,cpu_percent_per_bmv2,600,6.55,30.0,7.617171533468562,0.0,20.0
l3_lpm_acl,linear_n,4,1,resource_only,cpu_percent_total,600,7.11,11.0,0.7523585619079023,6.3,8.7
l3_lpm_acl,linear_n,4,1,resource_only,net_io_pps_per_iface,600,344.7387269885675,389.93114205762,22.794993901546896,319.7817086917998,360.3149922312942
l3_lpm_acl,linear_n,4,1,resource_only,rss_per_bmv2_bytes,600,171401216.0,171401216.0,0.0,171401216.0,171401216.0
l3_lpm_acl,single_switch,1,1,latency_l3,cpu_percent_per_bmv2,1929,2.587247278382581,20.4,4.788835904156012,0.0,10.0
l3_lpm_acl,single_switch,1,1,latency_l3,cpu_percent_total,1929,7.190876101607051,16.0,0.9825657145963049,6.3,8.7
l3_lpm_acl,single_switch,1,1,latency_l3,net_io_pps_per_iface,1929,105.45016387718522,5160.597808104437,115.51678929320974,89.95941193238218,110.60095656117545
l3_lpm_acl,single_switch,1,1,latency_l3,rss_per_bmv2_bytes,1929,42547882.666666664,42598400.0,57586.034169823,42467328.0,42598400.0
l3_lpm_acl,single_switch,1,25,latency_l3,cpu_percent_per_bmv2,1930,25.90626943005181,40.9,5.87084484122727,20.0,30.1
l3_lpm_acl,single_switch,1,25,latency_l3,cpu_percent_total,1930,9.94559585492228,22.5,3.0551936391180567,6.5,14.754999999999995
l3_lpm_acl,single_switch,1,25,latency_l3,net_io_pps_per_iface,1930,2177.3191031821766,11499.738427132615,223.7245711657702,2159.6577557986984,2189.772115894113
l3_lpm_acl,single_switch,1,25,latency_l3,rss_per_bmv2_bytes,1930,43111703.079792745,43352064.0,169938.82523510652,42991616.0,43352064.0
l3_lpm_acl,single_switch,1,45,latency_l3,cpu_percent_per_bmv2,1931,38.22853443811496,60.1,6.20539535226874,30.0,50.0
l3_lpm_acl,single_switch,1,45,latency_l3,cpu_percent_total,1931,12.139461418953909,23.7,3.2904188939016454,7.2,17.35
l3_lpm_acl,single_switch,1,45,latency_l3,net_io_pps_per_iface,1931,3921.264563437596,25571.523679718925,690.4147378013001,3870.774948843794,3930.821876050546
l3_lpm_acl,single_switch,1,45,latency_l3,rss_per_bmv2_bytes,1931,43132831.48627654,43237376.0,69998.79244270937,43094016.0,43237376.0
l3_lpm_int,linear_n,4,1,resource_only,cpu_percent_per_bmv2,601,6.396838602329451,40.0,7.493037211676853,0.0,20.0
l3_lpm_int,linear_n,4,1,resource_only,cpu_percent_total,601,7.050249584026622,11.0,0.7657485037121043,6.3,8.6
l3_lpm_int,linear_n,4,1,resource_only,net_io_pps_per_iface,601,344.73042905114175,398.62176524912127,23.664582929328994,319.73882453683,360.34264982215933
l3_lpm_int,linear_n,4,1,resource_only,rss_per_bmv2_bytes,601,169345024.0,169345024.0,0.0,169345024.0,169345024.0
l3_lpm_int,single_switch,1,1,latency_l3,cpu_percent_per_bmv2,3861,2.401061901061901,30.0,4.473651869361294,0.0,10.0
l3_lpm_int,single_switch,1,1,latency_l3,cpu_percent_total,3861,6.947008547008547,14.7,0.9366899538353386,6.2,8.5
l3_lpm_int,single_switch,1,1,latency_l3,net_io_pps_per_iface,3861,104.04420595788704,4965.317265655298,78.79075000519754,89.95319015864852,110.35765702775284
l3_lpm_int,single_switch,1,1,latency_l3,rss_per_bmv2_bytes,3861,42117055.81766382,42336256.0,145438.44557922593,41943040.0,42336256.0
l3_lpm_int,single_switch,1,25,latency_l3,cpu_percent_per_bmv2,3858,22.680196993260758,50.0,5.4624716558247135,20.0,30.0
l3_lpm_int,single_switch,1,25,latency_l3,cpu_percent_total,3858,9.916614826334888,24.1,2.7526612851564303,6.5,14.3
l3_lpm_int,single_switch,1,25,latency_l3,net_io_pps_per_iface,3858,2181.088223543258,22929.293835740908,396.00654453794147,2159.560615916885,2190.0217918109192
l3_lpm_int,single_switch,1,25,latency_l3,rss_per_bmv2_bytes,3858,42445312.796267495,42860544.0,244446.05808778224,42074112.0,42860544.0
l3_lpm_int,single_switch,1,45,latency_l3,cpu_percent_per_bmv2,3856,33.355394190871365,60.0,5.797978264767015,30.0,40.0
l3_lpm_int,single_switch,1,45,latency_l3,cpu_percent_total,3856,11.113329875518673,24.9,4.714382190789124,6.6,19.0
l3_lpm_int,single_switch,1,45,latency_l3,net_io_pps_per_iface,3856,3907.123981799086,24143.071840870052,378.63293934436604,3880.6108858281054,3919.921386001122
l3_lpm_int,single_switch,1,45,latency_l3,rss_per_bmv2_bytes,3856,42684772.91286307,43253760.0,342917.016502324,42205184.0,43253760.0
l3_lpm_int_chain,linear_n,2,0,int_multihop,cpu_percent_per_bmv2,756,2.8305555555555553,20.2,5.061953156359153,0.0,10.0
l3_lpm_int_chain,linear_n,2,0,int_multihop,cpu_percent_total,756,1.0138888888888888,7.8,1.0531467616364083,0.0,3.1
l3_lpm_int_chain,linear_n,2,0,int_multihop,net_io_pps_per_iface,756,31.191328272694722,80.05563946995738,15.307692195700982,0.0,59.91267173335644
l3_lpm_int_chain,linear_n,2,0,int_multihop,rss_per_bmv2_bytes,756,87465247.15343915,87556096.0,227814.02416840274,86900736.0,87556096.0
l3_lpm_int_chain,linear_n,2,25,int_multihop,cpu_percent_per_bmv2,742,45.44407008086253,70.0,7.792947165055673,39.3,60.0
l3_lpm_int_chain,linear_n,2,25,int_multihop,cpu_percent_total,742,12.08530997304582,20.5,2.3936685148778807,7.1,15.0
l3_lpm_int_chain,linear_n,2,25,int_multihop,net_io_pps_per_iface,742,4399.284595940902,23405.50025357154,984.743296352816,4319.12782349983,4378.672294655367
l3_lpm_int_chain,linear_n,2,25,int_multihop,rss_per_bmv2_bytes,742,88218698.52291106,88342528.0,313486.56252501986,87425024.0,88342528.0
l3_lpm_int_chain,linear_n,2,45,int_multihop,cpu_percent_per_bmv2,643,72.69066874027993,110.0,8.988296649248598,60.0,90.0
l3_lpm_int_chain,linear_n,2,45,int_multihop,cpu_percent_total,643,13.345256609642302,19.4,1.1954958516219056,12.0,15.4
l3_lpm_int_chain,linear_n,2,45,int_multihop,net_io_pps_per_iface,643,7790.41047622543,7878.9868994976105,308.2633648521792,7777.679863752847,7824.104672164791
l3_lpm_int_chain,linear_n,2,45,int_multihop,rss_per_bmv2_bytes,643,88604672.0,88604672.0,0.0,88604672.0,88604672.0
l3_lpm_int_chain,linear_n,3,0,int_multihop,cpu_percent_per_bmv2,756,3.7974867724867725,30.2,6.04740053890682,0.0,19.8
l3_lpm_int_chain,linear_n,3,0,int_multihop,cpu_percent_total,756,1.0191798941798942,6.8,0.9864995252358639,0.0,2.5
l3_lpm_int_chain,linear_n,3,0,int_multihop,net_io_pps_per_iface,756,46.79662474256842,119.99470463413563,23.124658053540948,0.0,89.94641240452418
l3_lpm_int_chain,linear_n,3,0,int_multihop,rss_per_bmv2_bytes,756,131058996.82539682,131203072.0,364649.13406922686,130154496.0,131203072.0
l3_lpm_int_chain,linear_n,3,25,int_multihop,cpu_percent_per_bmv2,643,68.02441679626749,110.0,10.396164121280608,50.0,80.0
l3_lpm_int_chain,linear_n,3,25,int_multihop,cpu_percent_total,643,14.843079315707621,24.0,1.265832261010068,13.51,16.8
l3_lpm_int_chain,linear_n,3,25,int_multihop,net_io_pps_per_iface,643,6580.620589055176,42767.331546247835,1429.5255169539967,6479.603448300774,6569.634347407686
l3_lpm_int_chain,linear_n,3,25,int_multihop,rss_per_bmv2_bytes,643,132251648.0,132251648.0,0.0,132251648.0,132251648.0
l3_lpm_int_chain,linear_n,3,45,int_multihop,cpu_percent_per_bmv2,644,125.79611801242238,1061.4,38.68255742957577,110.0,140.0
l3_lpm_int_chain,linear_n,3,45,int_multihop,cpu_percent_total,644,20.595962732919258,29.5,1.573462617366967,18.6,22.885
l3_lpm_int_chain,linear_n,3,45,int_multihop,net_io_pps_per_iface,644,11801.67016770328,74805.97191241787,2486.742704316992,11666.154613914074,11752.718884889287
l3_lpm_int_chain,linear_n,3,45,int_multihop,rss_per_bmv2_bytes,644,132871594.13664596,132907008.0,89676.5156815875,132644864.0,132907008.0
