run_id,p4_program,topology,n_switches,background_load_mbps,rate_mbps,source_workload_type,duration_s,resource_sample_interval_s,metric,repetition,schedule_index,n_samples,mean,std,median,iqr,p5,p95,p99,max
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,linear_n,8,45,45,resource_only,60.0,0.1,rss_per_bmv2_bytes,3,30,600,336068608.0,0.0,336068608.0,0.0,336068608.0,336068608.0,336068608.0,336068608.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,linear_n,8,45,45,resource_only,60.0,0.1,rss_per_bmv2_bytes,4,26,601,336723968.0,0.0,336723968.0,0.0,336723968.0,336723968.0,336723968.0,336723968.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_per_bmv2,0,29,601,2.7828618968386025,4.781184211318615,0.0,10.0,0.0,10.0,20.0,20.9
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_per_bmv2,1,38,601,2.1321131447587356,4.344208830214112,0.0,0.0,0.0,10.0,10.3,21.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_per_bmv2,2,28,601,3.112312811980033,5.213672551601118,0.0,10.0,0.0,10.0,20.0,20.7
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_per_bmv2,3,1,601,2.529284525790349,4.502159591489787,0.0,0.0,0.0,10.0,10.1,20.2
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_per_bmv2,4,8,601,2.9963394342762064,4.970025477257872,0.0,10.0,0.0,10.0,20.0,30.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_total,0,29,601,6.487021630615641,0.6271347126931104,6.3,0.5999999999999996,6.2,6.9,8.1,13.1
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_total,1,38,601,6.43044925124792,0.39330390857911024,6.3,0.20000000000000018,6.2,6.9,7.5,10.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_total,2,28,601,6.898835274542429,0.6430515592239082,6.9,1.1000000000000005,6.2,8.0,8.8,12.9
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_total,3,1,601,6.4815307820299495,0.43738806507214406,6.3,0.5,6.2,6.9,7.5,10.9
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,cpu_percent_total,4,8,601,6.743760399334443,0.633007505876384,6.8,0.6000000000000005,6.2,7.5,8.1,12.3
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,net_io_pps_per_iface,0,29,601,86.19031901940266,5.97618891752949,89.93888472228926,9.965870976986878,79.94059453788618,90.09794276332984,91.65101700061068,94.22809766532214
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,net_io_pps_per_iface,1,38,601,95.02747225708266,213.58402080018496,89.95280716222805,9.987026176964022,79.94819756649329,90.12395016984371,91.67449610849889,5320.9881701577015
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,net_io_pps_per_iface,2,28,601,86.17376975826619,5.955390597922141,89.94511729659321,9.994195692929111,79.92583920794421,90.10268012308363,90.60714213950855,92.8561138464981
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,net_io_pps_per_iface,3,1,601,86.190252403098,5.967408966401292,89.92517416888857,9.978548530347823,79.91783806397589,90.12791855830976,90.65252412732927,93.11323159137824
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,net_io_pps_per_iface,4,8,601,86.17480127295943,5.981542937237887,89.945829235433,10.006397801039299,79.91254051929239,90.10625868808552,90.74176860518583,93.47987917308956
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,rss_per_bmv2_bytes,0,29,601,41549824.0,0.0,41549824.0,0.0,41549824.0,41549824.0,41549824.0,41549824.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,rss_per_bmv2_bytes,1,38,601,42074112.0,0.0,42074112.0,0.0,42074112.0,42074112.0,42074112.0,42074112.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,rss_per_bmv2_bytes,2,28,601,41680896.0,0.0,41680896.0,0.0,41680896.0,41680896.0,41680896.0,41680896.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,rss_per_bmv2_bytes,3,1,601,42205184.0,0.0,42205184.0,0.0,42205184.0,42205184.0,42205184.0,42205184.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,1,1,resource_only,60.0,0.1,rss_per_bmv2_bytes,4,8,601,41811968.0,0.0,41811968.0,0.0,41811968.0,41811968.0,41811968.0,41811968.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_per_bmv2,0,32,601,31.330948419301166,6.524130128402942,30.0,10.0,20.0,40.0,40.1,70.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_per_bmv2,1,33,601,31.281364392678867,6.313149145658607,30.0,10.0,20.0,40.0,40.0,50.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_per_bmv2,2,39,601,31.930282861896835,5.8820020474769015,30.0,10.0,20.0,40.0,40.1,50.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_per_bmv2,3,34,601,31.264725457570712,6.0606864544786365,30.0,0.10000000000000142,20.0,40.0,40.0,50.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_per_bmv2,4,0,601,32.19667221297837,6.364842672109808,30.0,10.0,20.0,40.0,40.1,60.0
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_total,0,32,601,8.047420965058237,1.346426444640182,7.6,1.8000000000000007,6.4,10.4,12.1,16.6
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_total,1,33,601,6.99683860232945,0.7680538103375589,7.0,1.0999999999999996,6.4,8.2,8.8,13.8
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_total,2,39,601,6.772212978369383,0.6609664095584693,6.4,0.5999999999999996,6.4,7.6,9.5,12.6
ae42b961-22af-40d9-99a1-1694e83275cc,l3_lpm,single_switch,1,45,45,resource_only,60.0,0.1,cpu_percent_total,3,34,601,6.997670549084859,0.7768920332203167,7.0,0.6999999999999993,6.4,8.2,9.4,12.2
